cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
39.33,Medio nublado,6,Sureste,118.14,20221030T12,20,462,17.8266,-97.7318,1,Oaxaca,Santiago Huajolotitlán,0.27,0.0,16.2,28.01,12.48,7.63
36.97,Medio nublado,6,Sureste,142.57,20221031T12,20,462,17.8266,-97.7318,2,Oaxaca,Santiago Huajolotitlán,1.09,56.0,18.39,28.45,14.44,6.18
6.46,Despejado,6,Sureste,123.36,20221101T12,20,462,17.8266,-97.7318,3,Oaxaca,Santiago Huajolotitlán,0.06,0.0,16.96,28.67,10.91,8.28
83.79,Cielo cubierto,6,Noreste,51.15,20221029T12,20,463,17.4508,-97.0715,0,Oaxaca,Santiago Huauclilla,0.83,85.0,12.44,21.64,12.51,6.35
52.84,Cielo nublado,6,Norte,22.07,20221030T12,20,463,17.4508,-97.0715,1,Oaxaca,Santiago Huauclilla,0.1,0.0,13.63,25.88,12.16,5.71
31.71,Medio nublado,6,Este,73.48,20221031T12,20,463,17.4508,-97.0715,2,Oaxaca,Santiago Huauclilla,0.63,85.0,12.99,26.62,12.97,4.35
36.05,Medio nublado,6,Noreste,33.11,20221101T12,20,463,17.4508,-97.0715,3,Oaxaca,Santiago Huauclilla,0.18,0.0,15.82,26.55,12.87,6.93
52.77,Cielo nublado,6,Este,75.68,20221029T12,20,464,17.8485,-97.4297,0,Oaxaca,Santiago Ihuitlán Plumas,0.55,95.0,16.28,24.04,12.61,8.79
41.86,Medio nublado,6,Este,92.04,20221030T12,20,464,17.8485,-97.4297,1,Oaxaca,Santiago Ihuitlán Plumas,0.07,0.0,13.73,26.23,11.48,7.07
15.91,Poco nuboso,6,Este,85.42,20221031T12,20,464,17.8485,-97.4297,2,Oaxaca,Santiago Ihuitlán Plumas,0.09,50.0,12.3,26.84,11.6,5.47
14.18,Poco nuboso,6,Este,78.3,20221101T12,20,464,17.8485,-97.4297,3,Oaxaca,Santiago Ihuitlán Plumas,0.0,0.0,14.01,26.81,10.57,6.96
54.47,Cielo nublado,6,Sur,165.4,20221029T12,20,465,16.9348,-95.6231,0,Oaxaca,Santiago Ixcuintepec,7.82,60.0,20.54,27.26,18.04,6.98
43.63,Medio nublado,6,Sur,185.58,20221030T12,20,465,16.9348,-95.6231,1,Oaxaca,Santiago Ixcuintepec,0.37,60.0,12.82,29.82,18.05,5.81
20.64,Poco nuboso,6,Sur,170.48,20221031T12,20,465,16.9348,-95.6231,2,Oaxaca,Santiago Ixcuintepec,0.15,0.0,11.62,30.26,17.88,5.44
35.6,Medio nublado,6,Sur,190.67,20221101T12,20,465,16.9348,-95.6231,3,Oaxaca,Santiago Ixcuintepec,2.35,95.0,11.26,31.29,19.15,5.13
50.09,Cielo nublado,6,Este,89.28,20221029T12,7,67,17.1881,-93.0495,0,Chiapas,Pantepec,1.19,95.0,15.29,27.34,14.88,5.63
50.43,Cielo nublado,6,Sureste,113.73,20221030T12,7,67,17.1881,-93.0495,1,Chiapas,Pantepec,2.13,95.0,10.84,26.23,15.91,4.59
54.9,Cielo nublado,6,Sureste,138.97,20221031T12,7,67,17.1881,-93.0495,2,Chiapas,Pantepec,4.01,95.0,8.03,25.77,15.93,4.13
55.52,Cielo nublado,6,Sureste,138.92,20221101T12,7,67,17.1881,-93.0495,3,Chiapas,Pantepec,2.49,95.0,9.39,26.05,16.96,4.47
40.36,Medio nublado,6,Sureste,117.22,20221029T12,20,466,16.565,-97.652,0,Oaxaca,Santiago Ixtayutla,13.67,95.0,9.47,30.71,17.41,4.61
36.84,Medio nublado,6,Sureste,132.56,20221030T12,20,466,16.565,-97.652,1,Oaxaca,Santiago Ixtayutla,10.04,95.0,9.29,30.19,17.58,4.41
30.43,Medio nublado,6,Sureste,117.7,20221031T12,20,466,16.565,-97.652,2,Oaxaca,Santiago Ixtayutla,10.36,95.0,8.89,29.99,17.5,4.16
35.79,Medio nublado,6,Sureste,119.23,20221101T12,20,466,16.565,-97.652,3,Oaxaca,Santiago Ixtayutla,7.68,95.0,8.28,30.26,17.3,4.13
33.91,Medio nublado,6,Sur,165.03,20221029T12,20,467,16.2795,-97.8197,0,Oaxaca,Santiago Jamiltepec,12.68,95.0,11.68,31.56,22.04,6.0
25.01,Medio nublado,6,Sur,195.89,20221030T12,20,467,16.2795,-97.8197,1,Oaxaca,Santiago Jamiltepec,10.03,95.0,17.2,31.8,21.81,7.3
16.71,Poco nuboso,6,Sur,160.89,20221031T12,20,467,16.2795,-97.8197,2,Oaxaca,Santiago Jamiltepec,9.37,95.0,11.14,32.04,21.45,6.28
27.87,Medio nublado,6,Sureste,134.85,20221101T12,20,467,16.2795,-97.8197,3,Oaxaca,Santiago Jamiltepec,4.81,50.48,11.85,32.01,21.94,5.4
79.32,Cielo nublado,6,Suroeste,246.66,20221029T12,20,468,17.5884,-95.8737,0,Oaxaca,Santiago Jocotepec,14.24,95.0,24.16,25.65,19.69,6.53
54.31,Cielo nublado,6,Sur,176.08,20221030T12,20,468,17.5884,-95.8737,1,Oaxaca,Santiago Jocotepec,1.16,73.86,13.16,28.88,19.19,4.36
33.32,Medio nublado,6,Sureste,156.95,20221031T12,20,468,17.5884,-95.8737,2,Oaxaca,Santiago Jocotepec,1.07,43.86,7.5,28.67,19.41,4.08
33.63,Medio nublado,6,Sur,167.17,20221101T12,20,468,17.5884,-95.8737,3,Oaxaca,Santiago Jocotepec,8.15,95.0,10.39,30.11,19.74,4.42
47.21,Medio nublado,6,Sureste,122.61,20221029T12,20,469,17.3353,-98.0124,0,Oaxaca,Santiago Juxtlahuaca,8.31,95.0,8.9,27.41,14.34,4.78
53.63,Cielo nublado,6,Sureste,135.52,20221030T12,20,469,17.3353,-98.0124,1,Oaxaca,Santiago Juxtlahuaca,7.91,95.0,10.16,26.7,14.03,4.71
43.22,Medio nublado,6,Sureste,148.04,20221031T12,20,469,17.3353,-98.0124,2,Oaxaca,Santiago Juxtlahuaca,4.93,95.0,10.85,26.89,15.18,4.93
38.4,Medio nublado,6,Sureste,132.19,20221101T12,20,469,17.3353,-98.0124,3,Oaxaca,Santiago Juxtlahuaca,3.57,95.0,10.5,27.09,13.36,4.95
32.06,Medio nublado,6,Sur,191.71,20221029T12,20,470,16.6865,-95.5327,0,Oaxaca,Santiago Lachiguiri,9.04,8.57,24.76,29.77,18.26,8.76
30.61,Medio nublado,6,Sur,201.74,20221030T12,20,470,16.6865,-95.5327,1,Oaxaca,Santiago Lachiguiri,0.51,8.57,16.46,30.89,18.51,7.29
14.62,Poco nuboso,6,Sur,186.77,20221031T12,20,470,16.6865,-95.5327,2,Oaxaca,Santiago Lachiguiri,0.19,0.0,13.45,31.61,18.55,6.24
27.33,Medio nublado,6,Suroeste,204.32,20221101T12,20,470,16.6865,-95.5327,3,Oaxaca,Santiago Lachiguiri,3.49,93.93,15.7,32.37,19.17,5.83
26.78,Medio nublado,6,Suroeste,236.25,20221029T12,20,472,16.5849,-95.2046,0,Oaxaca,Santiago Laollaga,1.2,0.0,39.31,33.44,21.17,14.46
23.7,Poco nuboso,6,Suroeste,225.09,20221030T12,20,472,16.5849,-95.2046,1,Oaxaca,Santiago Laollaga,0.15,0.0,29.7,33.18,20.81,12.32
14.07,Poco nuboso,6,Suroeste,210.1,20221031T12,20,472,16.5849,-95.2046,2,Oaxaca,Santiago Laollaga,0.16,0.0,20.39,34.16,21.49,8.85
31.56,Medio nublado,6,Suroeste,221.04,20221101T12,20,472,16.5849,-95.2046,3,Oaxaca,Santiago Laollaga,1.7,93.5,30.13,34.18,21.62,8.14
72.56,Cielo nublado,6,Este,94.06,20221029T12,20,473,17.2198,-96.3134,0,Oaxaca,Santiago Laxopa,4.74,95.0,12.37,22.31,11.37,6.12
44.51,Medio nublado,6,Sureste,114.91,20221030T12,20,473,17.2198,-96.3134,1,Oaxaca,Santiago Laxopa,0.57,95.0,10.43,24.88,11.4,5.75
49.29,Medio nublado,6,Este,105.57,20221031T12,20,473,17.2198,-96.3134,2,Oaxaca,Santiago Laxopa,1.72,95.0,9.99,25.56,11.89,4.4
34.27,Medio nublado,6,Este,94.08,20221101T12,20,473,17.2198,-96.3134,3,Oaxaca,Santiago Laxopa,0.84,95.0,11.07,26.24,12.07,6.02
37.13,Medio nublado,6,Sureste,141.36,20221029T12,20,474,16.4894,-98.2897,0,Oaxaca,Santiago Llano Grande,9.89,95.0,10.84,33.02,22.14,4.21
24.34,Poco nuboso,6,Sureste,134.99,20221030T12,20,474,16.4894,-98.2897,1,Oaxaca,Santiago Llano Grande,5.94,95.0,12.35,32.65,21.65,5.35
7.39,Despejado,6,Sureste,127.9,20221031T12,20,474,16.4894,-98.2897,2,Oaxaca,Santiago Llano Grande,1.89,91.25,14.4,33.53,21.65,4.76
9.85,Despejado,6,Este,99.63,20221101T12,20,474,16.4894,-98.2897,3,Oaxaca,Santiago Llano Grande,1.36,0.0,17.3,33.41,21.99,4.54
38.7,Medio nublado,6,Sureste,117.08,20221029T12,20,475,16.8661,-96.3834,0,Oaxaca,Santiago Matatlán,1.69,95.0,11.95,26.05,13.27,6.28
36.32,Medio nublado,6,Sureste,133.34,20221030T12,20,475,16.8661,-96.3834,1,Oaxaca,Santiago Matatlán,0.07,4.0,14.77,27.68,13.23,6.54
28.21,Medio nublado,6,Sureste,147.53,20221031T12,20,475,16.8661,-96.3834,2,Oaxaca,Santiago Matatlán,0.66,4.0,15.62,28.15,13.71,5.84
17.48,Poco nuboso,6,Sureste,126.75,20221101T12,20,475,16.8661,-96.3834,3,Oaxaca,Santiago Matatlán,0.35,4.0,15.86,28.81,13.25,6.88
55.05,Cielo nublado,6,Suroeste,210.5,20221029T12,7,68,17.5086,-93.1178,0,Chiapas,Pichucalco,6.31,95.0,22.74,30.14,21.04,5.45
59.54,Cielo nublado,6,Sur,187.52,20221030T12,7,68,17.5086,-93.1178,1,Chiapas,Pichucalco,3.85,95.0,11.15,28.94,22.08,4.19
56.36,Cielo nublado,6,Sureste,120.99,20221031T12,7,68,17.5086,-93.1178,2,Chiapas,Pichucalco,4.4,95.0,12.38,28.73,21.55,4.29
40.68,Medio nublado,6,Sur,158.31,20221101T12,7,68,17.5086,-93.1178,3,Chiapas,Pichucalco,2.29,93.5,14.0,29.51,21.42,4.15
40.4,Medio nublado,6,Este,84.33,20221029T12,20,476,17.9847,-97.6893,0,Oaxaca,Santiago Miltepec,0.3,13.33,19.1,28.73,13.91,8.48
40.35,Medio nublado,6,Sureste,121.68,20221030T12,20,476,17.9847,-97.6893,1,Oaxaca,Santiago Miltepec,0.1,78.33,13.3,28.44,13.38,7.71
28.53,Medio nublado,6,Sur,168.58,20221031T12,20,476,17.9847,-97.6893,2,Oaxaca,Santiago Miltepec,0.56,6.67,17.3,28.94,14.34,6.69
7.32,Despejado,6,Sureste,124.73,20221101T12,20,476,17.9847,-97.6893,3,Oaxaca,Santiago Miltepec,0.0,0.0,18.0,29.18,11.76,8.67
42.49,Medio nublado,6,Sureste,136.05,20221029T12,20,477,16.4262,-97.2282,0,Oaxaca,Santiago Minas,7.47,95.0,9.97,28.64,15.37,4.63
42.42,Medio nublado,6,Sureste,132.0,20221030T12,20,477,16.4262,-97.2282,1,Oaxaca,Santiago Minas,6.93,95.0,9.31,27.86,14.81,4.72
39.31,Medio nublado,6,Sureste,135.26,20221031T12,20,477,16.4262,-97.2282,2,Oaxaca,Santiago Minas,5.26,95.0,9.41,27.54,15.39,4.33
29.59,Medio nublado,6,Sureste,135.61,20221101T12,20,477,16.4262,-97.2282,3,Oaxaca,Santiago Minas,5.23,95.0,8.79,27.7,14.73,4.54
84.94,Cielo cubierto,6,Noreste,50.71,20221029T12,20,478,17.5055,-96.9165,0,Oaxaca,Santiago Nacaltepec,2.12,95.0,11.78,19.96,12.86,5.26
52.89,Cielo nublado,6,Este,86.61,20221030T12,20,478,17.5055,-96.9165,1,Oaxaca,Santiago Nacaltepec,0.27,59.17,12.42,26.21,11.91,6.09
31.94,Medio nublado,6,Sureste,113.57,20221031T12,20,478,17.5055,-96.9165,2,Oaxaca,Santiago Nacaltepec,1.59,95.0,11.86,26.81,13.01,4.8
38.44,Medio nublado,6,Este,82.75,20221101T12,20,478,17.5055,-96.9165,3,Oaxaca,Santiago Nacaltepec,0.41,62.5,13.68,26.92,13.52,6.5
41.6,Medio nublado,6,Este,91.58,20221029T12,20,480,17.3318,-97.6735,0,Oaxaca,Santiago Nundiche,1.95,95.0,11.08,25.04,10.85,5.09
44.18,Medio nublado,6,Sureste,135.22,20221030T12,20,480,17.3318,-97.6735,1,Oaxaca,Santiago Nundiche,2.39,72.5,10.3,26.11,10.59,4.9
23.3,Poco nuboso,6,Sur,167.26,20221031T12,20,480,17.3318,-97.6735,2,Oaxaca,Santiago Nundiche,2.33,95.0,12.8,25.73,11.97,4.69
16.21,Poco nuboso,6,Sureste,132.48,20221101T12,20,480,17.3318,-97.6735,3,Oaxaca,Santiago Nundiche,0.86,95.0,12.03,25.75,9.5,4.87
36.95,Medio nublado,6,Sureste,123.44,20221029T12,20,481,17.0152,-97.7665,0,Oaxaca,Santiago Nuyoó,5.28,95.0,10.1,25.23,13.25,5.45
42.05,Medio nublado,6,Sureste,147.28,20221030T12,20,481,17.0152,-97.7665,1,Oaxaca,Santiago Nuyoó,3.24,95.0,10.54,24.46,13.02,4.85
33.46,Medio nublado,6,Sureste,152.97,20221031T12,20,481,17.0152,-97.7665,2,Oaxaca,Santiago Nuyoó,2.64,95.0,11.15,24.3,13.03,4.79
40.78,Medio nublado,6,Sur,161.26,20221101T12,20,481,17.0152,-97.7665,3,Oaxaca,Santiago Nuyoó,2.78,95.0,10.39,23.88,12.44,4.92
28.99,Medio nublado,6,Sur,157.66,20221029T12,20,482,16.339,-98.0503,0,Oaxaca,Santiago Pinotepa Nacional,12.74,95.0,11.6,32.13,22.96,5.65
23.75,Poco nuboso,6,Sur,158.91,20221030T12,20,482,16.339,-98.0503,1,Oaxaca,Santiago Pinotepa Nacional,7.6,94.46,16.99,32.1,22.41,7.16
13.75,Poco nuboso,6,Sureste,148.6,20221031T12,20,482,16.339,-98.0503,2,Oaxaca,Santiago Pinotepa Nacional,4.3,46.07,14.18,32.61,22.46,6.3
11.89,Poco nuboso,6,Sureste,121.6,20221101T12,20,482,16.339,-98.0503,3,Oaxaca,Santiago Pinotepa Nacional,3.09,41.79,14.19,32.47,22.67,5.35
61.51,Cielo nublado,6,Este,72.23,20221029T12,20,483,17.2471,-96.8737,0,Oaxaca,Santiago Suchilquitongo,0.56,58.75,13.99,22.48,11.82,7.21
46.65,Medio nublado,6,Este,96.66,20221030T12,20,483,17.2471,-96.8737,1,Oaxaca,Santiago Suchilquitongo,0.3,0.0,10.62,26.83,11.52,5.01
37.64,Medio nublado,6,Este,101.96,20221031T12,20,483,17.2471,-96.8737,2,Oaxaca,Santiago Suchilquitongo,0.83,58.75,10.53,27.03,12.19,3.88
31.97,Medio nublado,6,Este,92.23,20221101T12,20,483,17.2471,-96.8737,3,Oaxaca,Santiago Suchilquitongo,0.47,53.75,14.7,27.36,11.18,6.68
28.39,Medio nublado,6,Sureste,147.95,20221029T12,20,484,17.6693,-98.2208,0,Oaxaca,Santiago Tamazola,0.37,31.11,11.5,30.4,15.33,5.21
44.4,Medio nublado,6,Sur,180.22,20221030T12,20,484,17.6693,-98.2208,1,Oaxaca,Santiago Tamazola,3.87,95.0,12.86,29.93,15.46,6.05
28.21,Medio nublado,6,Suroeste,224.39,20221031T12,20,484,17.6693,-98.2208,2,Oaxaca,Santiago Tamazola,2.13,66.67,14.5,29.57,16.81,5.65
19.95,Poco nuboso,6,Sur,201.95,20221101T12,20,484,17.6693,-98.2208,3,Oaxaca,Santiago Tamazola,0.79,31.11,14.82,29.61,14.55,5.56
20.85,Poco nuboso,6,Sur,200.6,20221029T12,20,485,16.341,-98.4475,0,Oaxaca,Santiago Tapextla,2.76,95.0,11.44,32.0,24.19,6.86
24.3,Poco nuboso,6,Sur,177.14,20221030T12,20,485,16.341,-98.4475,1,Oaxaca,Santiago Tapextla,5.62,95.0,18.67,31.62,23.89,8.84
7.66,Despejado,6,Sur,181.55,20221031T12,20,485,16.341,-98.4475,2,Oaxaca,Santiago Tapextla,0.41,0.0,15.07,31.92,23.8,7.87
4.72,Despejado,6,Sureste,157.31,20221101T12,20,485,16.341,-98.4475,3,Oaxaca,Santiago Tapextla,0.08,0.0,13.03,31.93,24.06,5.95
63.8,Cielo nublado,6,Este,111.86,20221029T12,7,69,15.6917,-93.2093,0,Chiapas,Pijijiapan,1.93,92.93,18.1,29.78,20.79,7.22
31.91,Medio nublado,6,Este,104.04,20221030T12,7,69,15.6917,-93.2093,1,Chiapas,Pijijiapan,0.39,1.38,17.3,31.11,21.0,6.42
29.34,Medio nublado,6,Sureste,120.08,20221031T12,7,69,15.6917,-93.2093,2,Chiapas,Pijijiapan,14.91,94.74,10.96,30.77,20.93,5.57
15.69,Poco nuboso,6,Este,101.79,20221101T12,7,69,15.6917,-93.2093,3,Chiapas,Pijijiapan,3.09,76.64,13.49,30.64,21.11,5.77
43.24,Medio nublado,6,Este,73.94,20221029T12,20,486,17.6671,-97.4735,0,Oaxaca,Villa Tejúpam de la Unión,0.54,95.0,17.86,23.49,11.11,8.96
40.16,Medio nublado,6,Este,90.59,20221030T12,20,486,17.6671,-97.4735,1,Oaxaca,Villa Tejúpam de la Unión,0.06,0.0,16.4,26.11,10.78,7.17
20.76,Poco nuboso,6,Este,88.87,20221031T12,20,486,17.6671,-97.4735,2,Oaxaca,Villa Tejúpam de la Unión,0.28,50.0,13.58,26.59,11.07,4.96
7.68,Despejado,6,Noreste,66.96,20221101T12,20,486,17.6671,-97.4735,3,Oaxaca,Villa Tejúpam de la Unión,0.0,0.0,17.52,26.55,9.3,7.13
75.25,Cielo nublado,6,Noreste,36.27,20221029T12,20,487,17.3249,-97.0041,0,Oaxaca,Santiago Tenango,0.44,0.0,15.5,21.64,12.15,7.21
46.95,Medio nublado,6,Noreste,55.79,20221030T12,20,487,17.3249,-97.0041,1,Oaxaca,Santiago Tenango,0.19,0.0,15.1,26.42,12.49,5.74
38.34,Medio nublado,6,Noreste,58.04,20221031T12,20,487,17.3249,-97.0041,2,Oaxaca,Santiago Tenango,0.5,0.0,14.4,27.11,12.92,4.27
38.67,Medio nublado,6,Noreste,57.57,20221101T12,20,487,17.3249,-97.0041,3,Oaxaca,Santiago Tenango,0.35,0.0,19.1,27.18,12.3,7.16
38.78,Medio nublado,6,Este,104.16,20221029T12,20,489,16.3223,-97.7483,0,Oaxaca,Santiago Tetepec,11.59,95.0,8.5,31.54,19.44,4.6
33.35,Medio nublado,6,Sureste,122.05,20221030T12,20,489,16.3223,-97.7483,1,Oaxaca,Santiago Tetepec,9.06,95.0,8.56,30.99,19.26,4.78
24.79,Poco nuboso,6,Este,109.1,20221031T12,20,489,16.3223,-97.7483,2,Oaxaca,Santiago Tetepec,8.42,95.0,10.1,31.14,18.97,4.62
39.44,Medio nublado,6,Este,100.47,20221101T12,20,489,16.3223,-97.7483,3,Oaxaca,Santiago Tetepec,5.26,95.0,11.9,31.2,19.22,4.38
50.68,Cielo nublado,6,Sureste,119.37,20221029T12,20,491,16.6927,-97.2603,0,Oaxaca,Santiago Textitlán,4.46,95.0,12.7,27.18,13.08,5.12
51.89,Cielo nublado,6,Sureste,133.05,20221030T12,20,491,16.6927,-97.2603,1,Oaxaca,Santiago Textitlán,5.3,95.0,10.1,26.89,12.83,5.08
33.08,Medio nublado,6,Sureste,146.76,20221031T12,20,491,16.6927,-97.2603,2,Oaxaca,Santiago Textitlán,3.5,95.0,10.4,26.8,13.34,4.97
33.78,Medio nublado,6,Sureste,131.54,20221101T12,20,491,16.6927,-97.2603,3,Oaxaca,Santiago Textitlán,4.02,95.0,11.98,26.06,12.62,5.33
53.02,Cielo nublado,6,Noreste,51.81,20221029T12,20,492,17.2831,-97.3398,0,Oaxaca,Santiago Tilantongo,0.57,63.57,12.81,24.58,11.47,8.22
39.27,Medio nublado,6,Este,96.32,20221030T12,20,492,17.2831,-97.3398,1,Oaxaca,Santiago Tilantongo,0.87,30.71,12.75,26.6,11.69,5.9
20.59,Poco nuboso,6,Este,111.1,20221031T12,20,492,17.2831,-97.3398,2,Oaxaca,Santiago Tilantongo,1.12,95.0,15.13,26.42,12.19,4.43
15.3,Poco nuboso,6,Este,84.04,20221101T12,20,492,17.2831,-97.3398,3,Oaxaca,Santiago Tilantongo,0.8,33.57,13.09,26.69,10.41,6.74
50.38,Cielo nublado,6,Este,86.02,20221029T12,20,494,17.0269,-96.9955,0,Oaxaca,Santiago Tlazoyaltepec,0.65,95.0,11.08,24.44,11.52,6.45
42.86,Medio nublado,6,Este,112.34,20221030T12,20,494,17.0269,-96.9955,1,Oaxaca,Santiago Tlazoyaltepec,0.3,0.0,7.84,26.77,10.98,4.38
31.71,Medio nublado,6,Sureste,120.12,20221031T12,20,494,17.0269,-96.9955,2,Oaxaca,Santiago Tlazoyaltepec,0.79,85.0,6.2,26.83,11.42,3.28
36.66,Medio nublado,6,Este,72.72,20221101T12,20,494,17.0269,-96.9955,3,Oaxaca,Santiago Tlazoyaltepec,0.74,0.0,9.71,26.9,11.14,5.07
20.41,Poco nuboso,6,Oeste,247.98,20221029T12,20,495,16.0095,-96.2249,0,Oaxaca,Santiago Xanica,4.9,95.0,11.55,28.3,17.76,6.77
27.91,Medio nublado,6,Suroeste,234.96,20221030T12,20,495,16.0095,-96.2249,1,Oaxaca,Santiago Xanica,3.26,95.0,11.53,27.62,17.31,6.54
23.32,Poco nuboso,6,Suroeste,245.37,20221031T12,20,495,16.0095,-96.2249,2,Oaxaca,Santiago Xanica,5.27,95.0,11.81,27.48,16.99,5.67
33.22,Medio nublado,6,Suroeste,237.35,20221101T12,20,495,16.0095,-96.2249,3,Oaxaca,Santiago Xanica,3.33,95.0,11.64,27.69,17.44,6.19
35.7,Medio nublado,7,Oeste,262.25,20221029T12,2,4,32.5325,-117.0189,0,Baja California,Tijuana,0.0,0.0,17.57,23.49,14.88,6.8
31.55,Medio nublado,7,Suroeste,214.66,20221030T12,2,4,32.5325,-117.0189,1,Baja California,Tijuana,0.0,0.0,15.1,25.08,15.3,6.14
92.56,Cielo cubierto,7,Suroeste,227.97,20221031T12,2,4,32.5325,-117.0189,2,Baja California,Tijuana,0.0,0.0,16.97,25.54,14.48,5.45
48.41,Medio nublado,7,Sur,201.73,20221101T12,2,4,32.5325,-117.0189,3,Baja California,Tijuana,0.39,30.31,20.71,22.32,12.81,9.53
71.88,Cielo nublado,6,Este,107.73,20221029T12,7,70,15.4564,-92.2796,0,Chiapas,El Porvenir,1.24,40.0,10.24,23.78,11.72,6.5
40.62,Medio nublado,6,Este,110.23,20221030T12,7,70,15.4564,-92.2796,1,Chiapas,El Porvenir,2.19,40.0,8.73,24.19,12.71,5.71
60.54,Cielo nublado,6,Sureste,128.05,20221031T12,7,70,15.4564,-92.2796,2,Chiapas,El Porvenir,6.09,95.0,8.66,24.13,13.66,4.14
28.18,Medio nublado,6,Sureste,130.24,20221101T12,7,70,15.4564,-92.2796,3,Chiapas,El Porvenir,3.99,95.0,10.93,23.54,12.83,5.37
77.69,Cielo nublado,6,Este,83.91,20221029T12,20,496,17.2931,-96.4316,0,Oaxaca,Santiago Xiacuí,4.13,95.0,10.9,21.56,10.66,5.46
44.59,Medio nublado,6,Este,109.86,20221030T12,20,496,17.2931,-96.4316,1,Oaxaca,Santiago Xiacuí,0.39,95.0,9.24,24.63,10.63,4.92
51.38,Cielo nublado,6,Este,92.51,20221031T12,20,496,17.2931,-96.4316,2,Oaxaca,Santiago Xiacuí,1.91,95.0,8.69,25.36,11.44,3.76
35.47,Medio nublado,6,Este,89.58,20221101T12,20,496,17.2931,-96.4316,3,Oaxaca,Santiago Xiacuí,0.61,95.0,9.41,25.84,11.09,5.49
43.78,Medio nublado,6,Oeste,255.11,20221029T12,20,498,17.3358,-95.7007,0,Oaxaca,Santiago Yaveo,13.68,95.0,38.5,28.59,21.42,10.81
56.97,Cielo nublado,6,Oeste,257.52,20221030T12,20,498,17.3358,-95.7007,1,Oaxaca,Santiago Yaveo,3.49,56.97,25.82,29.59,20.44,7.46
44.75,Medio nublado,6,Sur,187.59,20221031T12,20,498,17.3358,-95.7007,2,Oaxaca,Santiago Yaveo,1.68,40.53,11.79,30.58,21.12,4.41
35.77,Medio nublado,6,Sur,173.93,20221101T12,20,498,17.3358,-95.7007,3,Oaxaca,Santiago Yaveo,6.87,87.11,22.76,31.45,21.38,5.02
37.7,Medio nublado,6,Este,77.13,20221029T12,20,499,17.4709,-97.5698,0,Oaxaca,Santiago Yolomécatl,0.66,95.0,14.37,24.05,10.71,7.35
40.59,Medio nublado,6,Sureste,114.5,20221030T12,20,499,17.4709,-97.5698,1,Oaxaca,Santiago Yolomécatl,0.61,0.0,15.68,26.26,10.46,6.1
23.63,Poco nuboso,6,Sureste,128.08,20221031T12,20,499,17.4709,-97.5698,2,Oaxaca,Santiago Yolomécatl,1.35,95.0,12.77,26.18,11.41,4.34
6.37,Despejado,6,Este,86.66,20221101T12,20,499,17.4709,-97.5698,3,Oaxaca,Santiago Yolomécatl,0.34,10.0,16.85,26.11,9.07,5.97
32.31,Medio nublado,6,Este,103.35,20221029T12,20,500,16.8734,-97.5766,0,Oaxaca,Santiago Yosondúa,6.27,95.0,13.7,27.66,13.24,6.87
39.74,Medio nublado,6,Sureste,144.67,20221030T12,20,500,16.8734,-97.5766,1,Oaxaca,Santiago Yosondúa,4.4,95.0,13.19,26.98,13.85,5.56
23.06,Poco nuboso,6,Sureste,141.96,20221031T12,20,500,16.8734,-97.5766,2,Oaxaca,Santiago Yosondúa,4.28,95.0,11.84,26.77,13.8,5.2
27.68,Medio nublado,6,Sureste,131.01,20221101T12,20,500,16.8734,-97.5766,3,Oaxaca,Santiago Yosondúa,4.4,95.0,16.81,26.34,12.93,6.15
25.8,Medio nublado,6,Sureste,141.42,20221029T12,20,501,17.6082,-98.1964,0,Oaxaca,Santiago Yucuyachi,0.46,95.0,10.28,29.36,14.61,5.49
47.65,Medio nublado,6,Sur,190.3,20221030T12,20,501,17.6082,-98.1964,1,Oaxaca,Santiago Yucuyachi,2.91,95.0,13.2,28.85,14.59,6.88
32.99,Medio nublado,6,Suroeste,217.4,20221031T12,20,501,17.6082,-98.1964,2,Oaxaca,Santiago Yucuyachi,2.12,95.0,14.39,28.72,16.23,6.03
22.09,Poco nuboso,6,Sur,202.06,20221101T12,20,501,17.6082,-98.1964,3,Oaxaca,Santiago Yucuyachi,0.99,95.0,12.58,28.6,13.76,5.63
74.2,Cielo nublado,6,Sureste,112.62,20221029T12,20,502,17.1594,-95.915,0,Oaxaca,Santiago Zacatepec,11.32,95.0,14.41,23.71,16.0,5.13
48.12,Medio nublado,6,Sureste,135.95,20221030T12,20,502,17.1594,-95.915,1,Oaxaca,Santiago Zacatepec,0.69,82.86,10.11,27.54,15.53,4.93
36.47,Medio nublado,6,Sureste,154.54,20221031T12,20,502,17.1594,-95.915,2,Oaxaca,Santiago Zacatepec,0.63,28.57,8.65,27.07,15.41,4.66
48.31,Medio nublado,6,Sureste,144.56,20221101T12,20,502,17.1594,-95.915,3,Oaxaca,Santiago Zacatepec,3.34,95.0,10.04,28.7,17.31,4.47
62.51,Cielo nublado,6,Este,71.24,20221029T12,20,504,17.2913,-96.62,0,Oaxaca,Nuevo Zoquiápam,1.84,95.0,12.05,22.33,10.58,6.48
44.39,Medio nublado,6,Sureste,115.86,20221030T12,20,504,17.2913,-96.62,1,Oaxaca,Nuevo Zoquiápam,0.38,83.75,9.52,25.62,10.0,4.82
